date, temperature
328 , 1.0212765957446808
329 , 1.0212121212121212
330 , 1.0211480362537764
331 , 1.0210843373493976
332 , 1.021021021021021
333 , 1.0209580838323353
334 , 1.0208955223880598
335 , 1.0208333333333333
336 , 1.0207715133531157
337 , 1.0207100591715976
338 , 1.0206489675516224
339 , 1.0205882352941176
340 , 1.0205278592375366
341 , 1.0204678362573099
342 , 1.0204081632653061
343 , 1.0203488372093024
344 , 1.0202898550724637
345 , 1.0202312138728324
346 , 1.0201729106628241
347 , 1.0201149425287357
348 , 1.0200573065902578
349 , 1.02
350 , 1.01994301994302
351 , 1.0198863636363635
352 , 1.019830028328612
353 , 1.0197740112994351
354 , 1.019718309859155
355 , 1.0196629213483146
356 , 1.0196078431372548
357 , 1.0195530726256983
358 , 1.0194986072423398
359 , 1.0194444444444444
360 , 1.0193905817174516
361 , 1.0193370165745856
362 , 1.019283746556474
363 , 1.0192307692307692
